,id,total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition,price_for_m2,fromcenter_category
6181,6181,9,5000000.0,58.3,2017-05-30T00:00:00,3,2.6,12.0,37.4,1,False,False,False,7.1,0,Санкт-Петербург,31169.0,12467.0,0.0,5000.0,0.0,5000.0,55,85763,в пределах города
6182,6182,10,5200000.0,63.8,2017-04-10T00:00:00,3,2.55,9.0,41.9,8,False,False,False,10.2,2,Санкт-Петербург,15871.0,14807.0,1.0,555.0,0.0,5000.0,288,81504,в пределах города
6184,6184,6,8210000.0,88.3,2018-03-27T00:00:00,3,2.75,25.0,48.4,10,False,False,False,13.3,0,Санкт-Петербург,42427.0,9877.0,0.0,5000.0,0.0,5000.0,60,92978,в пределах города
6185,6185,13,4550000.0,60.0,2018-10-01T00:00:00,3,2.55,9.0,43.3,9,False,False,False,6.3,2,Санкт-Петербург,14371.0,15364.0,0.0,5000.0,1.0,100.0,8,75833,в пределах города
6186,6186,5,2850000.0,31.0,2017-09-28T00:00:00,1,2.75,7.0,18.0,3,False,False,False,6.0,1,Санкт-Петербург,36077.0,9510.0,0.0,5000.0,0.0,5000.0,111,91935,в пределах города
6187,6187,20,19500000.0,96.7,2017-07-14T00:00:00,2,3.19,8.0,35.5,3,False,False,False,37.0,0,Санкт-Петербург,26055.0,4800.0,1.0,648.0,1.0,779.0,425,201654,центр
6190,6190,7,5150000.0,58.7,2017-08-16T00:00:00,3,2.5,9.0,36.4,5,False,False,False,5.4,1,Санкт-Петербург,16949.0,12995.0,0.0,5000.0,0.0,5000.0,59,87734,в пределах города
6191,6191,6,3500000.0,47.0,2019-03-26T00:00:00,2,2.75,5.0,23.0,3,False,False,False,8.0,0,Санкт-Петербург,19416.0,15831.0,2.0,607.0,1.0,854.0,13,74468,в пределах города
6192,6192,7,3750000.0,33.0,2016-01-31T00:00:00,1,2.75,10.0,17.0,1,False,False,False,10.0,0,Санкт-Петербург,29113.0,10982.0,2.0,514.0,1.0,805.0,217,113636,в пределах города
6193,6193,19,24300000.0,230.0,2016-06-03T00:00:00,4,2.75,3.0,90.0,2,False,False,False,70.0,0,Санкт-Петербург,39422.0,15354.0,0.0,5000.0,1.0,345.0,397,105652,в пределах города
6195,6195,13,4600000.0,73.8,2017-11-11T00:00:00,3,2.68,5.0,42.9,2,False,False,False,10.0,0,посёлок Шушары,18446.0,31021.0,0.0,5000.0,0.0,5000.0,11,62330,область
6196,6196,9,3000000.0,41.0,2016-04-09T00:00:00,1,2.75,10.0,17.0,5,False,False,False,10.2,2,Санкт-Петербург,18377.0,21801.0,0.0,5000.0,2.0,670.0,186,73170,область
6198,6198,11,4100000.0,44.8,2019-03-01T00:00:00,2,2.52,7.0,28.6,7,False,False,False,5.7,0,Санкт-Петербург,39812.0,9072.0,1.0,602.0,0.0,5000.0,52,91517,в пределах города
6199,6199,8,6300000.0,63.0,2016-06-15T00:00:00,3,2.6,15.0,37.0,3,False,False,False,10.0,2,Санкт-Петербург,48722.0,16183.0,0.0,5000.0,0.0,5000.0,626,100000,в пределах города
6200,6200,8,3150000.0,31.1,2017-07-10T00:00:00,1,2.6,3.0,17.6,2,False,False,False,4.7,1,Сестрорецк,61078.0,36297.0,1.0,436.0,2.0,577.0,110,101286,область
6202,6202,8,22000000.0,80.0,2016-05-23T00:00:00,3,3.1,7.0,49.6,5,False,False,False,10.0,1,Санкт-Петербург,12875.0,8406.0,1.0,385.0,3.0,442.0,281,275000,в пределах города
6203,6203,9,2900000.0,46.3,2017-04-29T00:00:00,2,2.68,5.0,32.0,5,False,False,False,5.0,0,Ломоносов,48279.0,51704.0,0.0,5000.0,1.0,1024.0,23,62634,область
6204,6204,16,25000000.0,121.0,2017-07-10T00:00:00,2,3.3,7.0,57.7,6,False,False,False,42.4,0,Санкт-Петербург,26875.0,5578.0,2.0,484.0,1.0,302.0,123,206611,в пределах города
6205,6205,10,5550000.0,51.6,2015-09-02T00:00:00,2,2.7,16.0,30.1,1,False,False,False,8.7,0,Санкт-Петербург,41935.0,9551.0,0.0,5000.0,0.0,5000.0,1226,107558,в пределах города
6206,6206,12,4300000.0,37.0,2018-09-07T00:00:00,1,2.7,9.0,18.0,3,False,False,False,10.0,2,Санкт-Петербург,19582.0,12591.0,0.0,5000.0,0.0,5000.0,30,116216,в пределах города
6207,6207,9,7300000.0,80.0,2017-07-05T00:00:00,3,3.0,4.0,47.0,3,False,False,False,8.5,0,Санкт-Петербург,22097.0,6370.0,1.0,437.0,2.0,675.0,19,91250,в пределах города
6208,6208,20,25500000.0,149.3,2017-04-07T00:00:00,4,2.8,18.0,86.0,15,False,False,False,32.0,0,Санкт-Петербург,30766.0,8059.0,0.0,5000.0,1.0,213.0,0,170797,в пределах города
6210,6210,13,16000000.0,111.0,2017-05-19T00:00:00,2,2.75,16.0,50.6,11,False,False,False,26.0,2,Санкт-Петербург,29829.0,7201.0,0.0,5000.0,3.0,252.0,15,144144,в пределах города
6211,6211,10,5350000.0,57.7,2018-01-22T00:00:00,2,2.6,18.0,30.0,4,False,False,False,10.0,0,Санкт-Петербург,43292.0,22608.0,0.0,5000.0,1.0,481.0,65,92720,область
6212,6212,15,17000000.0,100.0,2017-09-25T00:00:00,4,2.8,22.0,58.0,5,False,False,False,12.5,0,Санкт-Петербург,15248.0,13357.0,0.0,5000.0,1.0,1258.0,191,170000,в пределах города
6214,6214,14,3950000.0,37.2,2018-11-01T00:00:00,1,2.65,26.0,16.0,5,False,False,False,13.0,0,посёлок Парголово,52935.0,19106.0,0.0,5000.0,0.0,5000.0,47,106182,область
6215,6215,10,2900000.0,31.4,2016-11-03T00:00:00,1,2.8,5.0,13.0,4,False,False,False,9.0,0,Колпино,28370.0,34156.0,0.0,5000.0,2.0,306.0,692,92356,область
6216,6216,0,10600000.0,85.0,2017-11-10T00:00:00,4,3.4,5.0,57.2,4,False,False,False,12.6,0,Санкт-Петербург,21849.0,1325.0,0.0,5000.0,3.0,235.0,88,124705,самый центр
6217,6217,0,2600000.0,34.5,2018-02-08T00:00:00,1,2.68,9.0,20.0,5,False,False,False,6.0,0,Колпино,24256.0,30043.0,0.0,5000.0,1.0,585.0,19,75362,область
6218,6218,15,5500000.0,56.8,2018-10-26T00:00:00,3,2.75,9.0,38.6,1,False,False,False,6.1,0,Санкт-Петербург,35547.0,11578.0,0.0,5000.0,1.0,913.0,80,96830,в пределах города
6221,6221,8,34000000.0,470.3,2018-01-14T00:00:00,4,2.75,3.0,248.7,3,False,False,False,40.0,0,Санкт-Петербург,43756.0,15459.0,1.0,852.0,3.0,122.0,179,72294,в пределах города
6223,6223,9,3730000.0,57.7,2017-06-02T00:00:00,3,2.5,9.0,39.5,3,False,False,False,6.2,0,посёлок Металлострой,25027.0,26739.0,0.0,5000.0,0.0,5000.0,328,64644,область
6224,6224,3,4100000.0,49.0,2018-11-18T00:00:00,4,2.5,5.0,38.3,2,False,False,False,5.6,0,Санкт-Петербург,14703.0,10509.0,0.0,5000.0,0.0,5000.0,78,83673,в пределах города
6226,6226,20,58000000.0,256.0,2018-01-19T00:00:00,6,4.0,5.0,167.0,3,False,False,False,28.8,0,Санкт-Петербург,25801.0,4504.0,2.0,161.0,1.0,635.0,0,226562,центр
6227,6227,12,4600000.0,65.0,2018-11-01T00:00:00,2,2.75,24.0,33.0,10,False,False,False,10.0,1,посёлок Шушары,13908.0,19694.0,0.0,5000.0,1.0,645.0,7,70769,область
6228,6228,17,4900000.0,48.0,2017-01-09T00:00:00,2,2.5,14.0,26.0,12,False,False,False,7.5,1,Санкт-Петербург,51610.0,14684.0,0.0,5000.0,1.0,692.0,96,102083,в пределах города
6229,6229,12,3100000.0,43.2,2017-04-22T00:00:00,2,2.5,5.0,27.9,3,False,False,False,5.8,0,Ломоносов,48466.0,51891.0,0.0,5000.0,0.0,5000.0,33,71759,область
6230,6230,3,4790000.0,45.1,2018-07-12T00:00:00,1,2.68,25.0,19.2,21,False,False,False,12.3,2,Санкт-Петербург,42507.0,9798.0,0.0,5000.0,0.0,5000.0,60,106208,в пределах города
6231,6231,19,9800000.0,84.9,2018-02-08T00:00:00,3,2.5,14.0,43.7,11,False,False,False,13.8,1,Санкт-Петербург,36520.0,12041.0,1.0,718.0,0.0,5000.0,23,115429,в пределах города
6232,6232,6,2200000.0,33.0,2016-05-29T00:00:00,1,2.75,5.0,18.0,2,False,False,False,11.0,2,Петергоф,45897.0,35511.0,0.0,5000.0,1.0,640.0,44,66666,область
6233,6233,11,3450000.0,45.0,2018-01-17T00:00:00,2,2.5,9.0,27.0,4,False,False,False,6.0,2,Санкт-Петербург,22048.0,16618.0,0.0,5000.0,1.0,327.0,6,76666,в пределах города
6236,6236,1,3370000.0,38.5,2017-08-15T00:00:00,1,2.6,12.0,20.0,6,False,False,False,10.0,1,Санкт-Петербург,33567.0,13032.0,1.0,202.0,1.0,546.0,127,87532,в пределах города
6237,6237,6,4900000.0,59.0,2017-11-11T00:00:00,3,2.68,6.0,43.0,1,False,False,False,8.0,1,Петергоф,46523.0,34295.0,1.0,509.0,1.0,992.0,60,83050,область
6238,6238,9,4400000.0,40.3,2019-04-24T00:00:00,1,2.6,27.0,16.5,26,False,False,False,14.5,2,посёлок Парголово,52610.0,18787.0,0.0,5000.0,0.0,5000.0,3,109181,область
6239,6239,8,5600000.0,70.5,2016-01-23T00:00:00,3,2.75,9.0,47.2,4,False,False,False,8.9,0,Санкт-Петербург,32243.0,11864.0,0.0,5000.0,0.0,5000.0,241,79432,в пределах города
6240,6240,8,4000000.0,38.0,2017-04-27T00:00:00,1,2.75,25.0,19.0,3,False,False,False,10.0,0,Санкт-Петербург,10010.0,13271.0,0.0,5000.0,1.0,1080.0,45,105263,в пределах города
6241,6241,10,5350000.0,63.0,2017-08-04T00:00:00,2,2.65,10.0,31.0,8,False,False,False,10.8,0,Санкт-Петербург,23874.0,18340.0,1.0,170.0,1.0,831.0,247,84920,область
6243,6243,0,7700000.0,56.7,2018-02-01T00:00:00,3,2.9,4.0,27.0,1,False,False,False,7.0,0,Санкт-Петербург,23392.0,3959.0,0.0,5000.0,0.0,5000.0,60,135802,центр
6244,6244,11,2600000.0,31.4,2017-05-11T00:00:00,1,2.5,5.0,17.7,2,False,False,False,5.5,0,посёлок Шушары,12465.0,18251.0,0.0,5000.0,0.0,5000.0,125,82802,область
6246,6246,6,3300000.0,44.4,2019-03-25T00:00:00,2,25.0,5.0,31.3,5,False,False,False,5.7,0,Кронштадт,68923.0,50649.0,1.0,417.0,2.0,73.0,0,74324,область
6247,6247,8,9600000.0,180.1,2017-03-07T00:00:00,4,2.75,2.0,100.0,2,False,False,False,19.5,1,Зеленогорск,73547.0,54646.0,0.0,5000.0,1.0,1037.0,496,53303,область
6248,6248,9,16900000.0,214.0,2017-09-08T00:00:00,4,3.3,12.0,96.7,12,False,False,False,25.7,0,Санкт-Петербург,52092.0,16317.0,0.0,5000.0,1.0,766.0,64,78971,в пределах города
6249,6249,14,3650000.0,40.0,2019-02-26T00:00:00,1,2.7,12.0,20.5,4,False,False,False,10.6,2,Колпино,28809.0,34595.0,0.0,5000.0,2.0,809.0,0,91250,область
6250,6250,5,2950000.0,41.0,2016-06-03T00:00:00,1,2.7,7.0,19.0,5,False,False,False,11.0,2,посёлок Шушары,18552.0,24344.0,0.0,5000.0,1.0,775.0,146,71951,область
6252,6252,20,4800000.0,57.0,2017-09-22T00:00:00,3,2.55,9.0,36.1,1,False,False,False,6.0,0,Санкт-Петербург,10142.0,13743.0,2.0,751.0,1.0,881.0,87,84210,в пределах города
6253,6253,9,4800000.0,55.0,2017-09-25T00:00:00,3,2.75,5.0,37.0,3,False,False,False,7.0,1,Санкт-Петербург,24540.0,12109.0,1.0,463.0,0.0,5000.0,10,87272,в пределах города
6254,6254,17,3590000.0,35.2,2018-09-17T00:00:00,1,2.6,15.0,19.2,2,False,False,False,7.0,1,Санкт-Петербург,19119.0,18121.0,0.0,5000.0,1.0,60.0,8,101988,область
6255,6255,7,3100000.0,30.1,2017-12-01T00:00:00,1,2.55,14.0,13.6,4,False,False,False,7.8,0,Санкт-Петербург,14768.0,13564.0,0.0,5000.0,2.0,805.0,41,102990,в пределах города
6257,6257,20,6200000.0,42.9,2018-11-09T00:00:00,1,2.83,14.0,18.5,6,False,False,False,13.5,2,Санкт-Петербург,27814.0,11691.0,1.0,74.0,0.0,5000.0,102,144522,в пределах города
6259,6259,15,4140000.0,52.0,2018-11-14T00:00:00,2,2.54,5.0,29.5,3,False,False,False,8.1,1,посёлок Шушары,18033.0,30724.0,0.0,5000.0,0.0,5000.0,8,79615,область
6260,6260,11,6490000.0,52.0,2019-03-01T00:00:00,2,2.65,12.0,27.3,10,False,False,False,10.9,0,Санкт-Петербург,33673.0,14772.0,0.0,5000.0,1.0,204.0,0,124807,в пределах города
6261,6261,15,2350000.0,32.8,2017-08-04T00:00:00,1,2.54,5.0,17.7,5,False,False,False,5.5,1,Петергоф,36796.0,31985.0,1.0,129.0,3.0,257.0,245,71646,область
6262,6262,9,3100000.0,24.0,2018-06-25T00:00:00,2,3.0,5.0,16.0,5,False,False,False,2.0,0,Санкт-Петербург,31960.0,4914.0,2.0,426.0,1.0,936.0,54,129166,центр
6263,6263,7,3950000.0,49.0,2016-06-22T00:00:00,3,2.5,5.0,35.0,3,False,False,False,7.1,1,Санкт-Петербург,47440.0,16830.0,0.0,5000.0,0.0,5000.0,226,80612,в пределах города
6264,6264,19,5625000.0,56.6,2018-08-01T00:00:00,2,2.55,10.0,29.7,6,False,False,False,11.4,0,Санкт-Петербург,35412.0,15713.0,1.0,342.0,3.0,142.0,46,99381,в пределах города
6265,6265,4,6500000.0,58.9,2018-09-11T00:00:00,3,2.5,9.0,24.77,5,False,False,False,5.86,0,Санкт-Петербург,15047.0,10200.0,0.0,5000.0,1.0,557.0,4,110356,в пределах города
6269,6269,7,14900000.0,132.0,2015-12-25T00:00:00,4,4.0,5.0,90.0,2,False,False,False,11.0,1,Санкт-Петербург,21643.0,1200.0,1.0,527.0,2.0,116.0,232,112878,самый центр
6270,6270,8,5650000.0,41.0,2017-09-21T00:00:00,1,2.7,18.0,20.0,13,False,False,False,9.5,2,Санкт-Петербург,37491.0,9963.0,1.0,657.0,0.0,5000.0,365,137804,в пределах города
6271,6271,13,4890000.0,44.5,2019-02-25T00:00:00,2,2.5,5.0,30.5,2,False,False,False,5.5,1,Санкт-Петербург,14664.0,12446.0,0.0,5000.0,0.0,5000.0,14,109887,в пределах города
6272,6272,19,6100000.0,75.0,2019-03-27T00:00:00,3,2.6,9.0,42.0,1,False,False,False,7.0,0,Санкт-Петербург,34707.0,12945.0,0.0,5000.0,0.0,5000.0,11,81333,в пределах города
6273,6273,14,6450000.0,63.0,2019-03-05T00:00:00,3,2.6,9.0,40.0,8,False,False,False,10.0,0,Санкт-Петербург,18794.0,10326.0,0.0,5000.0,1.0,716.0,19,102380,в пределах города
6274,6274,9,4300000.0,43.0,2016-03-14T00:00:00,1,2.7,8.0,18.6,2,False,False,False,10.8,2,Санкт-Петербург,35908.0,16210.0,1.0,423.0,2.0,276.0,158,100000,в пределах города
6277,6277,7,3900000.0,37.2,2017-04-25T00:00:00,1,2.5,9.0,19.8,4,False,False,False,6.0,1,Пушкин,13809.0,25963.0,0.0,5000.0,0.0,5000.0,591,104838,область
6278,6278,0,3200000.0,44.5,2017-06-21T00:00:00,2,2.5,5.0,28.0,5,False,False,False,6.5,0,Санкт-Петербург,19219.0,15237.0,2.0,484.0,1.0,187.0,30,71910,в пределах города
6279,6279,10,5550000.0,67.0,2016-08-02T00:00:00,3,2.75,5.0,54.0,2,False,False,False,7.0,0,Санкт-Петербург,29776.0,8623.0,2.0,299.0,0.0,5000.0,798,82835,в пределах города
6281,6281,10,13650000.0,105.0,2018-10-18T00:00:00,3,2.8,25.0,60.0,5,False,False,False,15.4,1,Санкт-Петербург,13594.0,16186.0,0.0,5000.0,0.0,5000.0,7,130000,в пределах города
6282,6282,15,4300000.0,39.1,2017-05-26T00:00:00,1,2.75,9.0,24.0,7,False,False,False,11.0,1,Санкт-Петербург,39847.0,11550.0,1.0,326.0,0.0,5000.0,6,109974,в пределах города
6284,6284,9,3585000.0,31.0,2019-02-19T00:00:00,1,2.5,9.0,17.0,2,False,False,False,8.0,0,Санкт-Петербург,12559.0,15150.0,0.0,5000.0,1.0,755.0,69,115645,в пределах города
6285,6285,13,6990000.0,73.0,2018-06-19T00:00:00,2,2.8,4.0,29.0,3,False,False,False,28.0,0,Сестрорецк,54160.0,35259.0,0.0,5000.0,0.0,5000.0,161,95753,область
6286,6286,10,4050000.0,36.87,2018-03-26T00:00:00,1,2.5,14.0,21.5,12,False,False,False,7.63,2,Санкт-Петербург,45684.0,19255.0,0.0,5000.0,0.0,5000.0,18,109845,область
6287,6287,11,12800000.0,115.0,2019-01-22T00:00:00,3,2.7,23.0,47.5,3,False,False,False,29.4,0,Сестрорецк,57482.0,34412.0,3.0,77.0,3.0,297.0,0,111304,область
6289,6289,13,4440000.0,40.5,2018-03-02T00:00:00,1,2.64,17.0,19.0,15,False,False,False,10.6,0,Санкт-Петербург,32796.0,11871.0,1.0,388.0,0.0,5000.0,209,109629,в пределах города
6293,6293,19,17800000.0,86.0,2019-03-26T00:00:00,1,3.0,7.0,46.0,5,False,False,False,16.0,0,Санкт-Петербург,24522.0,5090.0,1.0,479.0,1.0,846.0,0,206976,в пределах города
6295,6295,4,7450000.0,74.2,2017-11-02T00:00:00,3,2.75,12.0,43.7,4,False,False,False,7.7,2,Санкт-Петербург,30515.0,7887.0,0.0,5000.0,1.0,145.0,16,100404,в пределах города
6296,6296,6,5100000.0,54.0,2017-11-25T00:00:00,2,2.75,6.0,30.0,1,False,False,False,10.0,0,Санкт-Петербург,25158.0,5726.0,1.0,215.0,0.0,5000.0,10,94444,в пределах города
6297,6297,13,15900000.0,101.0,2016-05-06T00:00:00,3,3.5,4.0,36.0,2,False,False,False,40.0,0,Санкт-Петербург,22101.0,650.0,2.0,129.0,3.0,266.0,452,157425,самый центр
6299,6299,15,5980000.0,34.8,2018-09-21T00:00:00,2,2.9,5.0,26.6,2,False,False,False,6.9,0,Санкт-Петербург,22386.0,1211.0,0.0,5000.0,2.0,76.0,0,171839,самый центр
6300,6300,11,3000000.0,44.0,2017-08-14T00:00:00,2,2.68,4.0,28.0,4,False,False,False,5.2,0,Петергоф,37073.0,32262.0,1.0,176.0,3.0,278.0,134,68181,область
6301,6301,13,4950000.0,42.0,2017-05-05T00:00:00,1,2.78,16.0,20.2,16,False,False,False,12.4,2,Санкт-Петербург,44881.0,17385.0,1.0,192.0,0.0,5000.0,252,117857,область
6302,6302,20,6600000.0,48.0,2016-02-08T00:00:00,1,3.0,9.0,19.0,4,False,False,False,15.0,0,Санкт-Петербург,23808.0,5332.0,1.0,2245.0,1.0,1018.0,204,137500,в пределах города
6304,6304,5,5700000.0,69.3,2018-02-01T00:00:00,3,2.65,12.0,42.0,1,False,False,False,11.0,0,Санкт-Петербург,36223.0,16525.0,0.0,5000.0,2.0,555.0,435,82251,в пределах города
6308,6308,15,8180000.0,81.0,2016-06-24T00:00:00,3,2.75,24.0,52.0,1,False,False,False,12.0,0,Санкт-Петербург,31293.0,11886.0,0.0,5000.0,0.0,5000.0,46,100987,в пределах города
6309,6309,19,5290000.0,55.6,2016-05-19T00:00:00,2,2.7,12.0,35.4,10,False,False,False,7.2,1,Санкт-Петербург,7900.0,13142.0,1.0,506.0,0.0,5000.0,678,95143,в пределах города
6312,6312,5,5684221.0,41.3,2017-07-16T00:00:00,1,2.75,13.0,18.2,11,False,False,False,11.6,2,Санкт-Петербург,37434.0,8460.0,1.0,441.0,2.0,427.0,60,137632,в пределах города
6313,6313,19,10100000.0,79.8,2017-06-27T00:00:00,2,2.74,5.0,41.8,4,False,False,False,20.8,1,Санкт-Петербург,39363.0,13270.0,0.0,5000.0,0.0,5000.0,76,126566,в пределах города
6315,6315,8,5200000.0,60.0,2018-07-02T00:00:00,3,2.5,5.0,40.5,2,False,False,False,5.0,2,Пушкин,13192.0,25346.0,1.0,142.0,0.0,5000.0,120,86666,область
6316,6316,5,3200000.0,30.0,2017-08-07T00:00:00,1,2.5,5.0,16.5,2,False,False,False,5.5,0,Пушкин,14836.0,26989.0,0.0,5000.0,0.0,5000.0,11,106666,область
6317,6317,7,9300000.0,102.0,2017-08-15T00:00:00,3,2.75,22.0,53.0,15,False,False,False,20.9,2,Санкт-Петербург,34463.0,11879.0,0.0,5000.0,0.0,5000.0,110,91176,в пределах города
6318,6318,7,7500000.0,74.7,2017-08-14T00:00:00,2,3.2,4.0,42.0,3,False,False,False,9.5,0,Санкт-Петербург,15295.0,11102.0,1.0,890.0,1.0,305.0,79,100401,в пределах города
6319,6319,2,9500000.0,119.0,2017-02-14T00:00:00,4,3.19,5.0,70.0,5,False,False,False,14.0,0,Санкт-Петербург,24238.0,4660.0,2.0,575.0,0.0,5000.0,28,79831,центр
6320,6320,12,3458944.0,41.2,2015-11-26T00:00:00,1,2.68,24.0,17.8,13,False,False,False,10.4,0,Санкт-Петербург,21793.0,17121.0,0.0,5000.0,1.0,31.0,588,83954,область
6321,6321,20,6390000.0,55.1,2018-01-11T00:00:00,1,2.5,14.0,33.1,14,False,False,False,7.5,0,Санкт-Петербург,43816.0,16319.0,0.0,5000.0,0.0,5000.0,347,115970,в пределах города
6322,6322,5,7305000.0,41.52,2018-05-12T00:00:00,1,3.0,9.0,17.1,9,False,False,False,13.25,1,Санкт-Петербург,31401.0,5082.0,1.0,586.0,0.0,5000.0,131,175939,в пределах города
6325,6325,10,4000000.0,36.0,2015-04-24T00:00:00,1,2.75,9.0,18.0,6,False,False,False,8.0,0,Санкт-Петербург,27725.0,11702.0,2.0,216.0,0.0,5000.0,532,111111,в пределах города
